https://dfkanalytics.vercel.app/hero

Cost,Realm,Id,Rarity,Class,Subclass,Background,Lvl,XP To Level,Gen,Sum,SB1,SB2,Train Stat,Profession,PJ,Element,Class Score,CScore/Level,Growth Score,Active1,Active2,Passive1,Passive2,Name
575,CV,112352,0,Paladin,Archer,desert,6,5900,3,2,LCK,DEX,19,gardening,,lightning,9.18,1.53,0.672,Basic5,Basic1,Basic5,Basic3,Creiddylad Flamefall
590,CV,20122,2,Priest,Priest,plains,7,1631,2,6,LCK,LCK,22,fishing,,ice,18.76,2.68,0.984,Basic5,Basic2,Basic3,Basic3,Drernint Boulderwatcher
600,CV,240512,1,Sage,Pirate,mountains,2,598,2,1,VIT,DEX,18,foraging,,light,5.18,2.59,1.110,Basic4,Basic1,Basic4,Basic4,Arnvar Peakcarver
600,CV,250005,3,Archer,Thief,swamp,1,0,2,4,VIT,DEX,17,foraging,,dark,5.15,5.15,1.263,Basic2,Basic4,Basic3,Basic6,Brual Deathgrip
600,CV,105101,2,Warrior,Warrior,mountains,6,2373,4,1,LCK,WIS,20,foraging,,ice,10.21,1.70,1.001,Basic5,Basic2,Basic1,Basic2,Arnvar Icemangle
615,CV,244182,2,Archer,Archer,desert,1,2000,1,10,DEX,DEX,19,gardening,,earth,5.00,5.00,0.994,Basic7,Basic3,Basic2,Basic8,Orchi Goldrock
650,CV,41419,1,Ninja,Archer,desert,7,1990,4,2,DEX,VIT,21,foraging,,wind,15.91,2.27,0.957,Basic6,Basic3,Basic2,Basic2,Jenifer Greatbrow
650,CV,10091,0,Priest,Monk,mountains,10,16309,3,2,VIT,VIT,22,fishing,,lightning,15.24,1.52,0.511,Advanced3,Basic7,Basic3,Basic2,Phineia Wintertail
700,CV,14280,0,Monk,Dragoon,island,10,15792,4,3,END,WIS,18,fishing,,earth,12.14,1.21,0.675,Basic6,Basic6,Basic6,Basic3,Anumpil Leviathrax
700,CV,259603,2,Sage,Priest,city,1,532,4,2,STR,WIS,19,fishing,,earth,3.75,3.75,1.642,Basic5,Basic3,Basic3,Basic3,Harmald Mistblade
750,CV,197768,0,Dragoon,Priest,mountains,4,3778,4,1,LCK,DEX,18,gardening,,fire,8.66,2.17,0.942,Basic5,Basic5,Basic6,Basic3,Pasled Holyrage
750,CV,68544,2,Monk,Archer,desert,7,9895,1,10,INT,STR,20,gardening,,light,18.53,2.65,0.957,Basic3,Basic3,Basic4,Basic1,Alfr Misthunter
750,CV,15978,1,Priest,Knight,desert,10,18457,2,3,VIT,INT,25,fishing,,dark,20.34,2.03,0.707,Advanced1,Basic4,Basic8,Basic2,Nella Titalus
750,CV,49727,0,Knight,Archer,arctic,8,5125,2,9,WIS,WIS,27,gardening,SURVIVED,lightning,25.29,3.16,0.554,Basic5,Basic1,Basic6,Basic3,Aruhagan Sloane
777,CV,239871,4,Thief,Pirate,island,1,1895,2,8,WIS,DEX,13,gardening,,light,4.90,4.90,1.569,Basic2,Basic5,Basic7,Basic2,Welby Atahara
800,CV,10593,0,Wizard,Archer,plains,5,1536,1,4,LCK,LCK,16,fishing,,fire,3.28,0.66,0.483,Basic2,Basic5,Basic8,Basic7,Ránnus Cratalak
800,CV,78327,1,Sage,Priest,forest,7,3465,4,1,WIS,END,29,gardening,,earth,19.11,2.73,1.277,Basic4,Basic7,Basic3,Basic4,Udarin Infergo
800,CV,109585,3,Knight,Warrior,desert,6,2677,3,2,LCK,DEX,20,foraging,,light,15.48,2.58,1.314,Basic3,Basic5,Basic5,Basic7,Norman Boulderwatcher
888,CV,102686,3,Wizard,Monk,city,6,0,3,5,LCK,STR,19,mining,SURVIVED,earth,18.00,3.00,1.192,Basic4,Basic1,Basic6,Basic5,Munsten Windstrength
890,CV,120194,3,Pirate,Knight,island,7,3755,3,0,INT,END,17,gardening,,ice,16.25,2.32,1.294,Basic3,Basic7,Basic6,Basic3,Pamyel Palegrain
900,CV,256684,3,Pirate,Berserker,plains,1,2000,1,10,DEX,END,15,fishing,,light,8.95,8.95,1.358,Basic7,Basic2,Basic5,Basic6,Tess Snowbraider
900,CV,91344,2,Knight,Wizard,mountains,7,8491,1,10,VIT,STR,27,mining,,light,19.33,2.76,0.893,Basic3,Basic6,Basic6,Basic1,Drarladoc Mapleprowl
950,CV,125155,3,Thief,Monk,mountains,6,1104,2,5,DEX,INT,23,mining,,water,19.53,3.26,1.230,Basic8,Basic1,Advanced4,Basic4,Kodran Freegrain
950,CV,7302,3,Thief,Knight,island,7,1435,1,4,WIS,VIT,19,fishing,,dark,12.32,1.76,1.250,Basic2,Basic1,Basic2,Basic1,Miaxina Havenfollower
1000,CV,265804,4,Monk,Knight,swamp,1,1799,3,6,AGI,LCK,12,foraging,,wind,6.20,6.20,1.559,Basic3,Basic1,Advanced1,Basic4,Rorlarn Ravara
1100,CV,24284,1,DarkKnight,Wizard,swamp,9,12250,3,5,DEX,END,28,gardening,,light,18.06,2.01,0.931,Basic6,Basic8,Basic3,Basic7,Gromnind Silverthorn
1200,CV,52083,0,DarkKnight,Priest,forest,10,19040,2,0,STR,WIS,26,foraging,,dark,11.31,1.13,0.654,Basic5,Basic2,Basic4,Basic8,Allete Sringer
1200,CV,128278,2,Priest,Wizard,desert,7,3990,1,10,STR,INT,27,fishing,,light,17.36,2.48,1.005,Basic7,Basic8,Basic1,Basic3,Rowrin Nethersun
1500,CV,106016,3,Warrior,Monk,city,7,9700,1,2,WIS,WIS,27,gardening,SURVIVED,light,28.95,4.14,1.248,Basic1,Basic4,Basic6,Basic4,Manny Abysdusa
1500,CV,64963,3,Priest,Ninja,desert,8,9694,3,0,AGI,VIT,33,fishing,SURVIVED,light,36.12,4.51,1.259,Basic5,Basic4,Basic7,Basic7,Oriash Bronzeglide
2000,CV,244823,2,Seer,Monk,desert,1,0,2,8,VIT,WIS,17,gardening,,water,3.15,3.15,0.934,Basic3,Advanced3,Basic3,Basic7,Carly Limh
2516,CV,1000000000981,4,Thief,Pirate,mountains,1,2000,2,4,INT,END,13,gardening,,dark,5.40,5.40,1.563,Advanced1,Basic3,Basic3,Basic8,Héocred Hydradane
2700,CV,246189,4,Ninja,Priest,mountains,2,162,1,5,AGI,INT,18,foraging,,light,10.28,5.14,1.924,Basic7,Basic4,Basic7,Basic7,Hartaar Forestforce
2900,CV,136345,3,Knight,Priest,desert,7,9415,3,3,WIS,DEX,27,fishing,SURVIVED,ice,29.13,4.16,1.198,Basic7,Basic7,Advanced1,Basic5,Einga Winterkeep
2900,CV,224936,4,Monk,Berserker,island,3,2258,1,10,INT,END,16,gardening,,water,10.86,3.62,1.573,Basic2,Basic1,Basic5,Basic7,Garmald Cryomutul
2900,CV,240158,2,Summoner,Wizard,desert,2,2370,4,0,END,INT,29,gardening,,water,13.49,6.75,1.556,Basic3,Basic3,Basic1,Basic4,Justyn Torlas
3000,CV,141335,0,DreadKnight,Pirate,arctic,7,3003,4,0,WIS,END,30,foraging,,light,16.19,2.31,1.197,Basic8,Basic7,Basic7,Basic1,Drenniros Woodarm
4000,CV,2484,4,Thief,Priest,mountains,4,4110,1,0,VIT,VIT,16,mining,,fire,7.73,1.93,1.491,Basic6,Basic8,Basic6,Basic1,Fyllel Shadogary
4000,CV,248743,0,DreadKnight,Thief,forest,1,700,5,1,END,WIS,15,gardening,,wind,1.50,1.50,1.159,Basic3,Basic1,Basic2,Basic2,Borgric Oatdust
4000,CV,91216,3,Paladin,Pirate,plains,7,534,1,5,AGI,AGI,25,mining,,ice,21.80,3.11,1.594,Basic7,Basic2,Basic7,Basic6,Ahrelar Highvalor
4500,CV,168591,4,Knight,Archer,desert,5,1485,1,10,INT,LCK,19,gardening,,dark,17.67,3.53,1.560,Basic3,Basic3,Basic7,Basic4,Gorius Plaingroom
4500,CV,119633,4,DarkKnight,Monk,swamp,7,7672,2,4,INT,LCK,28,foraging,,dark,22.77,3.25,1.963,Basic1,Basic7,Basic6,Basic7,Caitlan Leafspirit
5000,CV,203868,4,Paladin,Thief,island,2,2250,1,5,STR,STR,19,mining,,water,9.83,4.92,1.977,Basic2,Basic6,Basic6,Basic5,Dernnere Mirthsnarl
5333,CV,34280,1,Monk,Pirate,forest,2,983,2,5,LCK,VIT,19,gardening,SURVIVED,earth,11.80,5.90,0.765,Basic6,Basic5,Basic8,Basic6,Demomene Elmhold
5500,CV,95919,1,DreadKnight,Wizard,city,3,2124,4,0,LCK,WIS,20,mining,SURVIVED,earth,9.28,3.09,1.582,Basic2,Basic7,Basic7,Basic6,Bregdan Diarah
8000,CV,124,2,Priest,Warrior,arctic,2,1400,0,11,WIS,WIS,20,foraging,,light,6.66,3.33,0.895,Basic2,Basic3,Basic7,Basic3,Dasid Mildsky
8400,CV,1000000000194,2,Berserker,Seer,forest,3,2712,0,11,INT,DEX,19,fishing,,fire,7.85,2.62,0.883,Basic6,Basic3,Basic3,Basic6,Dreddolt Hazejumper
8700,CV,49989,0,DreadKnight,Priest,desert,10,17536,7,0,DEX,LCK,29,fishing,,wind,17.93,1.79,1.142,Basic2,Basic8,Basic6,Basic4,Gunnarr Farhunter
12000,CV,1000000000048,2,Berserker,Thief,plains,5,5130,0,11,DEX,DEX,22,fishing,,dark,9.75,1.95,0.969,Basic8,Basic2,Basic6,Basic2,Iranyris Skullsun
12420,CV,1111,2,Wizard,Thief,plains,9,4872,0,11,AGI,INT,29,foraging,SURVIVED,light,17.86,1.98,0.904,Basic2,Basic5,Basic1,Basic8,Mofobrion Bronzebone
12499,CV,1000000000593,2,Berserker,Monk,swamp,1,2000,0,11,INT,INT,14,foraging,,earth,1.80,1.80,0.952,Basic1,Basic8,Basic3,Basic3,Nestohr Springrest
16000,CV,1000000000769,2,Berserker,Monk,plains,1,2000,0,11,END,VIT,14,foraging,,lightning,2.95,2.95,0.979,Basic4,Basic3,Basic5,Basic5,Tamara Peacebrow
18000,CV,210938,0,DreadKnight,Knight,swamp,1,1537,5,0,END,DEX,15,mining,,earth,4.10,4.10,1.287,Advanced2,Basic3,Basic7,Basic7,Zilin Caleman
20000,CV,1000000000277,2,Berserker,Thief,desert,1,2000,0,11,INT,DEX,14,mining,,earth,2.45,2.45,0.969,Basic4,Basic6,Basic7,Basic4,Vynelar Cedarrunner
